"","Type","KeyCite Treatment","KeyCite URL","Title","Document URL","Court Line","Filed Date","Citation","Cite Caveat","Parallel Cite","Docket Num","X12","year"
"235","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I77391b6bbb4e11e1b60ab297d3d07bc5&rank=415&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Southern Union Co. v. U.S.","https://www.westlaw.com/Document/I77391b6bbb4e11e1b60ab297d3d07bc5/View/FullText.html?listSource=Search&list=CASE&rank=415&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","June 21, 2012","567 U.S. 343",NA,"132 S.Ct. 2344","11-94",NA,2012
"236","Cases",NA,NA,"Animal Science Products, Inc. v. Hebei Welcome Pharmaceutical Co. Ltd.","https://www.westlaw.com/Document/I54ee68af6fc911e89a6efc60af1b5d9c/View/FullText.html?listSource=Search&list=CASE&rank=418&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","June 14, 2018","138 S.Ct. 1865",NA,"2018 WL 2973745","=""16-1220""",NA,2018
"237","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I2355394a9c1e11d9bdd1cfdd544ca3a4&rank=419&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Cargill, Inc. v. Monfort of Colorado, Inc.","https://www.westlaw.com/Document/I2355394a9c1e11d9bdd1cfdd544ca3a4/View/FullText.html?listSource=Search&list=CASE&rank=419&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","December 09, 1986","479 U.S. 104",NA,"107 S.Ct. 484","85-473",NA,1986
"238","Cases","Red KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Id4ca427d9c1d11d991d0cc6b54f12d4d&rank=422&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Murphy v. Waterfront Com'n of New York Harbor","https://www.westlaw.com/Document/Id4ca427d9c1d11d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=422&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","June 15, 1964","378 U.S. 52",NA,"84 S.Ct. 1594","138",NA,1964
"239","Cases",NA,NA,"Federal Maritime Bd. v. Isbrandtsen Co.","https://www.westlaw.com/Document/Iab90cc439bf011d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=423&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","May 19, 1958","356 U.S. 481",NA,"78 S.Ct. 851","73, 159552",NA,1958
"240","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I939f47bf8b8911e99b14f2ee541cf11a&rank=424&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Return Mail, Inc. v. United States Postal Service","https://www.westlaw.com/Document/I939f47bf8b8911e99b14f2ee541cf11a/View/FullText.html?listSource=Search&list=CASE&rank=424&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States.","June 10, 2019","139 S.Ct. 1853",NA,"2019 WL 2412904","=""17-1594""",NA,2019
"241","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ibde7851d9c2511d9bc61beebb95be672&rank=425&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","U.S. v. Morrison","https://www.westlaw.com/Document/Ibde7851d9c2511d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=425&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","May 15, 2000","529 U.S. 598",NA,"120 S.Ct. 1740","99-29, 99-5",NA,2000
"242","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I1d1dfe819c9711d993e6d35cc61aab4a&rank=426&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Turner Broadcasting System, Inc. v. F.C.C.","https://www.westlaw.com/Document/I1d1dfe819c9711d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=426&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","June 27, 1994","512 U.S. 622",NA,"114 S.Ct. 2445","93-44",NA,1994
"243","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ice9c2f7b9c9611d993e6d35cc61aab4a&rank=428&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Greyhound Corp. v. Mt. Hood Stages, Inc.","https://www.westlaw.com/Document/Ice9c2f7b9c9611d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=428&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","June 19, 1978","437 U.S. 322",NA,"98 S.Ct. 2370","77-598",NA,1978
"244","Cases",NA,NA,"Schwimmer v. Sony Corp. of America","https://www.westlaw.com/Document/I1d2096959c9711d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=432&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","November 08, 1982","459 U.S. 1007",NA,"103 S.Ct. 362","82-277, 82-362",NA,1982
"245","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ice9a81c99c9611d993e6d35cc61aab4a&rank=433&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Marrese v. American Academy of Orthopaedic Surgeons","https://www.westlaw.com/Document/Ice9a81c99c9611d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=433&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","March 04, 1985","470 U.S. 373",NA,"105 S.Ct. 1327","=""83-1452""",NA,1985
"246","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I319bd70c9c2511d9bdd1cfdd544ca3a4&rank=435&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","City of Los Angeles v. Preferred Communications, Inc.","https://www.westlaw.com/Document/I319bd70c9c2511d9bdd1cfdd544ca3a4/View/FullText.html?listSource=Search&list=CASE&rank=435&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","June 02, 1986","476 U.S. 488",NA,"106 S.Ct. 2034","85-390",NA,1986
"247","Cases",NA,NA,"U.S. v. Armour & Co.","https://www.westlaw.com/Document/Ic83896ac9be811d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=436&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","June 01, 1970","398 U.S. 268",NA,"90 S.Ct. 1723 (Mem)","103, OCT TERM 1969",NA,1970
"248","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Id4c671e39c1d11d991d0cc6b54f12d4d&rank=437&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Flood v. Kuhn","https://www.westlaw.com/Document/Id4c671e39c1d11d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=437&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","June 19, 1972","407 U.S. 258",NA,"92 S.Ct. 2099","71-32",NA,1972
"249","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I18d7aaed9bea11d9bdd1cfdd544ca3a4&rank=439&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Hughes Tool Co. v. Trans World Airlines, Inc.","https://www.westlaw.com/Document/I18d7aaed9bea11d9bdd1cfdd544ca3a4/View/FullText.html?listSource=Search&list=CASE&rank=439&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","January 10, 1973","409 U.S. 363",NA,"93 S.Ct. 647","71-830, 71-827",NA,1973
"250","Cases",NA,NA,"Kaplan v. Lehman Brothers","https://www.westlaw.com/Document/Ifc8001c59c0411d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=440&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","November 13, 1967","389 U.S. 954",NA,"88 S.Ct. 320 (Mem)","197",NA,1967
"251","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I1d221d379c9711d993e6d35cc61aab4a&rank=441&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Brunswick Corp. v. Pueblo Bowl-O-Mat, Inc.","https://www.westlaw.com/Document/I1d221d379c9711d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=441&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","January 25, 1977","429 U.S. 477",NA,"97 S.Ct. 690","75-904",NA,1977
"252","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I72e88d179c9a11d991d0cc6b54f12d4d&rank=442&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","F.T.C. v. Ticor Title Ins. Co.","https://www.westlaw.com/Document/I72e88d179c9a11d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=442&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","June 12, 1992","504 U.S. 621",NA,"112 S.Ct. 2169","91-72",NA,1992
"253","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Id4d3914d9c1d11d991d0cc6b54f12d4d&rank=443&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Steele v. Bulova Watch Co.","https://www.westlaw.com/Document/Id4d3914d9c1d11d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=443&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","December 22, 1952","344 U.S. 280",NA,"73 S.Ct. 252","38",NA,1952
"254","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ic1cf4acf9c1e11d991d0cc6b54f12d4d&rank=444&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Albernaz v. U. S.","https://www.westlaw.com/Document/Ic1cf4acf9c1e11d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=444&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","March 09, 1981","450 U.S. 333",NA,"101 S.Ct. 1137","=""79-1709""",NA,1981
"255","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ia098429b9c9a11d993e6d35cc61aab4a&rank=446&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Holmes v. Securities Investor Protection Corp.","https://www.westlaw.com/Document/Ia098429b9c9a11d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=446&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","March 24, 1992","503 U.S. 258",NA,"112 S.Ct. 1311","90-727",NA,1992
"256","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Icea271019c9611d993e6d35cc61aab4a&rank=447&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","F.T.C. v. Travelers Health Association","https://www.westlaw.com/Document/Icea271019c9611d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=447&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","March 28, 1960","362 U.S. 293",NA,"80 S.Ct. 717","51",NA,1960
"257","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I96dbbd4c9c4511d9bdd1cfdd544ca3a4&rank=448&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Barnett Bank of Marion County, N.A. v. Nelson","https://www.westlaw.com/Document/I96dbbd4c9c4511d9bdd1cfdd544ca3a4/View/FullText.html?listSource=Search&list=CASE&rank=448&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","March 26, 1996","517 U.S. 25",NA,"116 S.Ct. 1103","=""94-1837""",NA,1996
"258","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ie09118901d8a11dc8471eea21d4a0625&rank=449&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Credit Suisse Securities (USA) LLC v. Billing","https://www.westlaw.com/Document/Ie09118901d8a11dc8471eea21d4a0625/View/FullText.html?listSource=Search&list=CASE&rank=449&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","June 18, 2007","551 U.S. 264",NA,"127 S.Ct. 2383","=""05-1157""",NA,2007
"259","Cases",NA,NA,"Sunkist Growers, Inc. v. Winckler & Smith Citrus Products Co.","https://www.westlaw.com/Document/Iec5146009bdc11d9bdd1cfdd544ca3a4/View/FullText.html?listSource=Search&list=CASE&rank=451&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","October 09, 1961","368 U.S. 813",NA,"82 S.Ct. 56","241",NA,1961
"260","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I178e6ef79c1f11d993e6d35cc61aab4a&rank=452&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","N. A. A. C. P. v. Claiborne Hardware Co.","https://www.westlaw.com/Document/I178e6ef79c1f11d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=452&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","July 02, 1982","458 U.S. 886",NA,"102 S.Ct. 3409","81-202",NA,1982
"261","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I34e79e5c757811e99a6efc60af1b5d9c&rank=455&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Apple Inc. v. Pepper","https://www.westlaw.com/Document/I34e79e5c757811e99a6efc60af1b5d9c/View/FullText.html?listSource=Search&list=CASE&rank=455&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States.","May 13, 2019","139 S.Ct. 1514",NA,"2019 WL 2078087","17-204",NA,2019
"262","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I9a2e31299c9c11d991d0cc6b54f12d4d&rank=458&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","F.T.C. v. Sperry & Hutchinson Co.","https://www.westlaw.com/Document/I9a2e31299c9c11d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=458&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","March 01, 1972","405 U.S. 233",NA,"92 S.Ct. 898","70-70",NA,1972
"263","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ibde206d09c2511d9bc61beebb95be672&rank=459&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","National Collegiate Athletic Ass'n v. Smith","https://www.westlaw.com/Document/Ibde206d09c2511d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=459&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","February 23, 1999","525 U.S. 459",NA,"119 S.Ct. 924","98-84",NA,1999
"264","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I1d1c29c29c9711d993e6d35cc61aab4a&rank=460&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Standard Oil Co. of California v. U. S.","https://www.westlaw.com/Document/I1d1c29c29c9711d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=460&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","October 18, 1976","429 U.S. 17",NA,"97 S.Ct. 31","=""72-1251""",NA,1976
"265","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I177a4ac29c1f11d993e6d35cc61aab4a&rank=461&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","National Woodwork Mfrs. Ass'n v. N. L. R. B.","https://www.westlaw.com/Document/I177a4ac29c1f11d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=461&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","April 17, 1967","386 U.S. 612",NA,"87 S.Ct. 1250","110, 111",NA,1967
"266","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I8634a10c9c9011d993e6d35cc61aab4a&rank=462&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Kansas v. UtiliCorp United, Inc.","https://www.westlaw.com/Document/I8634a10c9c9011d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=462&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","June 21, 1990","497 U.S. 199",NA,"110 S.Ct. 2807","=""88-2109""",NA,1990
"267","Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Id4c894cb9c1d11d991d0cc6b54f12d4d&rank=463&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Capital Cities Cable, Inc. v. Crisp","https://www.westlaw.com/Document/Id4c894cb9c1d11d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=463&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Supreme Court of the United States","June 18, 1984","467 U.S. 691",NA,"104 S.Ct. 2694","=""82-1795""",NA,1984
