X,Type,KeyCite.Treatment,KeyCite.URL,Title,Document.URL,Court.Line,Filed.Date,Citation,Parallel.Cite,Docket.Num,year,INCLUDE FINAL?,Why,Pro-antitrust enforcement,Direct Appeal from District Court?,party1,party2,scoreType,partyDecisionFavored,Robinson-Patman Claim,Merger,Sherman 1,Sherman 2
334,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I1d2132d69c9711d993e6d35cc61aab4a&rank=558&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"J. Truett Payne Co., Inc. v. Chrysler Motors Corp.",https://www.westlaw.com/Document/I1d2132d69c9711d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=558&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,18-May-81,451 U.S. 557,101 S.Ct. 1923,79-1944,1981,Yes,"The question presented in this case is the appropriate measure of damages in a suit brought under § 2 (a) of the Clayton Act, as amended by the Robinson-Patman Act.  Petitioner, for several decades a Chrysler-Plymouth dealer in Birmingham, Ala., went out of business in 1974. It subsequently brought suit against respondent in the United States District Court for the Northern District of Alabama, alleging that from January 1970 to May 1974 respondent's various ""sales incentive"" programs violated § 2 (a). Under one type of program, respondent assigned to each participating dealer a sales objective and paid to the dealer a bonus on each car sold in excess of that objective. Under another type of program, respondent required each dealer to purchase from it a certain quota of automobiles before it would pay a bonus on the sale of automobiles sold at retail. The amount of the 560*560 bonus depended on the number of retail sales (or wholesale purchases) made in excess of the dealer's objective, and could amount to several hundred dollars. Respondent set petitioner's objectives higher than those of its competitors, requiring it to sell (or purchase) more automobiles to obtain a bonus than its competitors. To the extent petitioner failed to meet those objectives and to the extent its competitors met their lower objectives, petitioner received fewer bonuses. The net effect of all this, according to petitioner, was that it paid more money for its automobiles than did its competitors. It contended that the amount of the price discrimination— the amount of the price difference multiplied by the number of petitioner's purchases—was $81,248. It also claimed that the going-concern value of the business as of May 1974 ranged between $50,000 and $170,000. Respondent maintained that the sales incentive programs were nondiscriminatory, and that they did not injure petitioner or adversely affect competition. The District Court denied respondent's motion for a directed verdict. The jury returned a verdict against respondent and awarded petitioner $111,247.48 in damages, which the District Court trebled. The Court of Appeals for the Fifth Circuit reversed with instructions to dismiss the complaint. In this case, however, we cannot say with assurance that respondent is a ""wrongdoer."" Because the court below bypassed the issue of liability and went directly to the issue of damages, we simply do not have the benefit of its views as to whether respondent in fact violated § 2 (a). Absent such a finding, we decline to apply to this case the lenient damages rules of our previous cases. Had the court below found a violation, we could more confidently consider the adequacy of petitioner's evidence. Accordingly, we think the proper course is to remand the case so that the Court of Appeals may pass upon respondent's contention that the evidence adduced at trial was insufficient to support a finding of violation of the Robinson-Patman Act. We do not ordinarily address for the first time in this Court an issue which the Court of Appeals has not addressed, and we think this would be a poor case in which to depart from that practice. If the court determines on remand that respondent did violate the Act, the court should then consider the sufficiency of petitioner's evidence of injury in light of the cases discussed above. We, of course, intimate no views as to how that issue should be decided. We emphasize that even if there has been a violation of the Robinson-Patman Act, petitioner is not excused from its burden of proving antitrust injury and damages. It is simply that once a violation has been established, that burden is to some extent lightened. Judgment Vacated.",Yes,No,Smaller company,Bigger company,plb,p1,Yes,No,No,No
371,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I1d1a55079c9711d993e6d35cc61aab4a&rank=611&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Federated Dept. Stores, Inc. v. Moitie",https://www.westlaw.com/Document/I1d1a55079c9711d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=611&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,15-Jun-81,452 U.S. 394,101 S.Ct. 2424,79-1517,1981,Yes,"The only question presented in this case is whether the Court of Appeals for the Ninth Circuit validly created an exception to the doctrine of res judicata. The court held that res judicata does not bar relitigation of an unappealed adverse judgment where, as here, other plaintiffs in similar actions against common defendants successfully appeal the judgments against them. We disagree with the view taken by the Court of Appeals for the Ninth Circuit and reverse. Moitie filled follow-on claims against a company charged of price fixing. The District Court judge dismissed the claim for faillure to affirm an injury to business or property. Many parties appeal, but Moitie's lawyers filled a State claim of the same content. Defendants then moved the claim to the District Court, and in between the Court of appeals reversed the original district court ruling and ordered a trial. The District court for Moitie's claim them alleged res judicata, as the other proceeding was ongoing. Appeals Court reversed and say that simple justice should allow Moitie to litigate. Supreme Court reverses and affirms res judicata.",No,No,Bigger company,Smaller company,plb,p1,No,No,Yes,No
20,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I618fbef59c1f11d9bc61beebb95be672&rank=32&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Arizona v. Maricopa County Medical Soc.,https://www.westlaw.com/Document/I618fbef59c1f11d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=32&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,18-Jun-82,457 U.S. 332,102 S.Ct. 2466,80-419,1982,Yes,"The question presented is whether § 1 of the Sherman Act, 26 Stat. 209, as amended, 15 U. S. C. § 1, has been violated by agreements among competing physicians setting, by majority vote, the maximum fees that they may claim in full 336*336 payment for health services provided to policyholders of specified insurance plans. The United States Court of Appeals for the Ninth Circuit held that the question could not be answered without evaluating the actual purpose and effect of the agreements at a full trial. 643 F. 2d 553 (1980). Because the undisputed facts disclose a violation of the statute, we granted certiorari, 450 U. S. 979 (1981), and now reverse. In October 1978 the State of Arizona filed a civil complaint against two county medical societies and two ""foundations for medical care"" that the medical societies had organized. The complaint alleged that the defendants were engaged in illegal price-fixing conspiracies.[1] After the defendants filed their answers, one of the medical societies was dismissed by consent, the parties conducted a limited amount of pretrial discovery, and the State moved for partial summary judgment on the issue of liability. The District Court denied the motion,[2] but entered an order pursuant to 28 U. S. C. § 1292(b), 337*337 certifying for interlocutory appeal the question ""whether the FMC membership agreements, which contain the promise to abide by maximum fee schedules, are illegal per se under section 1 of the Sherman Act."". The Court of Appeals, by a divided vote, affirmed the District Court's order refusing to enter partial summary judgment, but each of the three judges on the panel had a different view of the case. The agreement under attack is 357*357 an agreement among hundreds of competing doctors concerning the price at which each will offer his own services to a substantial number of consumers. It is true that some are surgeons, some anesthesiologists, and some psychiatrists, but the doctors do not sell a package of three kinds of services. If a clinic offered complete medical coverage for a flat fee, the cooperating doctors would have the type of partnership arrangement in which a price-fixing agreement among the doctors would be perfectly proper. But the fee agreements disclosed by the record in this case are among independent competing entrepreneurs. They fit squarely into the horizontal price-fixing mold.

The judgment of the Court of Appeals is reversed.",Yes,No,Government,Professional association,govCase,p1,No,No,Yes,No
79,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I1d210bc19c9711d993e6d35cc61aab4a&rank=132&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"American Soc. of Mechanical Engineers, Inc. v. Hydrolevel Corp.",https://www.westlaw.com/Document/I1d210bc19c9711d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=132&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,17-May-82,456 U.S. 556,102 S.Ct. 1935,80-1765,1982,Yes,"Petitioner, the American Society of Mechanical Engineers, Inc. (ASME), is a nonprofit membership corporation organized in 1880 under the laws of the State of New York. This case presents the important issue of the Society's civil liability under the antitrust laws for acts of its agents performed 559*559 with apparent authority. Because the judgment of the Court of Appeals upholding civil liability is consistent with the central purposes of the antitrust laws, we affirm that judgment. ASME promulgates and publishes over 400 separate codes and standards for areas of engineering and industry. These codes, while only advisory, have a powerful influence: federal regulations have incorporated many of them by reference, as have the laws of most States, the ordinances of major cities, and the laws of all the Provinces of Canada. Among ASME's many sets of standards is its Boiler and Pressure Vessel Code. This set, like ASME's other codes, is very important in the affected industry; it has been adopted by 46 States and all but one of the Canadian Provinces. For some decades, McDonnell & Miller, Inc. (M&M), has dominated the market for low-water fuel cutoffs. But in the mid-1960's, respondent Hydrolevel Corporation entered the low-water fuel cutoff market with a different version of this device. The relevant distinction, for the purposes of this case, was that Hydrolevel's fuel cutoff, unlike M&M's, included a time delay. M&M engineered for the ASME to adopt a new interpretation of the code that condemned the time-delay mechanism (not a new code itself), with direct involvemenet from M&M personnel at the association. Hydrolevel complained and then sued M&M and the association. The lawsuit was dimissed against M&M, but continued against the association. The Jury returned a veredict for Hydrolevel. Court of appeals affirmed the judgment on liability (question was whether ASME could be found liable for the conduct of its agents).  Supreme Court affirms.",Yes,No,Professional association,Company,plb,p2,No,No,Yes,Yes
90,Cases,Yellow KeyCite and Overruling Risk KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ic1db0a999c1e11d991d0cc6b54f12d4d&rank=145&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0 and https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ic1db0a999c1e11d991d0cc6b54f12d4d&rank=145&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&overruleRisk=true&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Rice v. Norman Williams Co.,https://www.westlaw.com/Document/Ic1db0a999c1e11d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=145&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,1-Jul-82,458 U.S. 654,102 S.Ct. 3294,"80-1052, 80-1030, 80-1012",1982,Yes,"Respondents in these cases obtained from the California Court of Appeal an extraordinary writ prohibiting the California Department of Alcoholic Beverage Control from enforcing an amendment to the State's liquor statutes. That court held that because the conduct contemplated by the amendment was per se illegal under the Sherman Act, the statute on its face was invalid pursuant to the Supremacy Clause of the United States Constitution. 108 Cal. App. 3d 348, 166 Cal. Rptr. 563 (1980). We conclude that the California Court of Appeal was mistaken in its application of antitrust and pre-emption principles, and we reverse its judgment. The Court of Appeal agreed with respondents that the designation statute on its face conflicted with § 1 of the Sherman Act, 26 Stat. 209, as amended, 15 U. S. C. § 1.[4] According to that court, the designation statute would result, in all cases, in a per se violation of the Sherman Act, because it ""gives brand owners the unfettered power to restrain competition ... by merely deciding who may and who may not compete."" The Supreme Court of California denied review. We granted certiorari, 454 U. S. 1080 (1981), and now reverse.",No,No,Government,Company,govCase,p1,No,No,Yes,No
93,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ic1d390989c1e11d991d0cc6b54f12d4d&rank=152&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Community Communications Co., Inc. v. City of Boulder, Colo.",https://www.westlaw.com/Document/Ic1d390989c1e11d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=152&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,13-Jan-82,455 U.S. 40,102 S.Ct. 835,80-1350,1982,Yes,"The question presented in this case, in which the District Court for the District of Colorado granted preliminary injunctive relief, is whether a ""home rule"" municipality, granted by the state constitution extensive powers of self-government in local and municipal matters, enjoys the ""state action"" exemption from Sherman Act liability announced in Parker v. Brown, 317 U. S. 341 (1943). Respondent city of Boulder is organized as a ""home rule"" municipality under the Constitution of the State of Colorado.[1] The city is thus entitled to exercise ""the full right of self-government in both local and municipal matters,"" and with respect to such matters the City Charter and ordinances supersede the laws of the State. Under that Charter, all municipal legislative powers are exercised by an elected City Council.[2] In 1964 the City Council enacted an ordinance granting to Colorado Televents, Inc., a 20-year, revocable, nonexclusive permit to conduct a cable television business within the city limits. Petitioner wanted to expand to other areas and services, but city refused while analyzing the market. Petitioner then filled Sherman 1 claim. District Court affirmed antitrust laws applied. Circuit Court reversed. Supreme Court affirms there is no antitrust exemption under Parker and that antitrust laws do apply here. ",Yes,No,Company,Government,govCase,p1,No,No,Yes,No
121,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Id4bb75669c1d11d991d0cc6b54f12d4d&rank=193&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Union Labor Life Ins. Co. v. Pireno,https://www.westlaw.com/Document/Id4bb75669c1d11d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=193&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,28-Jun-82,458 U.S. 119,102 S.Ct. 3002,"81-389, 81-390",1982,Yes,"In these cases we consider an alleged conspiracy to eliminate price competition among chiropractors, by means of a ""peer review committee"" that advised an insurance company whether particular chiropractors' treatments and fees were ""necessary"" and ""reasonable."" The question presented is whether the alleged conspiracy is exempt from federal antitrust laws as part of the ""business of insurance"" within the meaning of the McCarran-Ferguson Act. Accordingly, when presented with a policyholder claim for reimbursement for chiropractic treatments, ULL must determine whether the treatments were necessary and whether the charges for them were reasonable. In making some of these determinations, ULL has arranged with NYSCA to use the advice of NYSCA's Peer Review Committee.  The Committee was established by NYSCA in 1971, primarily to aid insurers in evaluating claims for chiropractic treatments.[2] It is composed of 10 practicing New York chiropractors, who serve on a voluntary basis. At the request of an insurer, the Committee will examine a chiropractor's treatments and charges in a particular case, and will render an opinion on the necessity for the treatments and the reasonableness of the charges made for them. Respondent is a chiropractor licensed and practicing in the State of New York. On a number of occasions his treatments of ULL policyholders, and his charges for those treatments, have been referred by ULL to the Committee, which has sometimes concluded that his treatments were unnecessary or his charges unreasonable. Respondent alleged that the peer review practices of petitioners violated § 1 of the Sherman Act. District Court dismissed as Committee was exempt from liability. Court of Appeals Reversed. Supreme Court agreess the Committee is not exempt through the ""business of insurance"" meaning.",Yes,No,Bigger company,Smaller company,plb,p2,No,No,Yes,No
138,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I17887b809c1f11d993e6d35cc61aab4a&rank=221&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Kaiser Steel Corp. v. Mullins,https://www.westlaw.com/Document/I17887b809c1f11d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=221&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,13-Jan-82,455 U.S. 72,102 S.Ct. 851,80-1345,1982,Yes,"The issue here is whether a coal producer, when it is sued on its promise to contribute to union welfare funds based on its purchases of coal from producers not under contract with the union, is entitled to plead and have adjudicated a defense that the promise is illegal under the antitrust and labor laws. Company paid Union and other fees for its employees, but not for the coal bought from other companies. When sued by the Union, Kayser claimed that the Union's demands violated Sections 1 and 2 of the Sherman Act. The District Court did not pass on the legality of the purchased-coal agreement under either the Sherman Act or the NLRA. It nevertheless rejected Kaiser's defense of illegality and granted the trustees' motion for summary judgment. 466 F. Supp. 911 (1979). The Court of Appeals affirmed. We granted Kaiser's petition for certiorari raising the question, among others, whether the Court of Appeals had properly foreclosed its defense based on the illegality of its promise to report and contribute in connection with coal purchased from other producers. 451 U. S. 969 (1981). We now reverse.",Yes,No,Company,Union,NA,p1,No,No,yes,yes
160,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I618f70d69c1f11d9bc61beebb95be672&rank=258&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Blue Shield of Virginia v. McCready,https://www.westlaw.com/Document/I618f70d69c1f11d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=258&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,21-Jun-82,457 U.S. 465,102 S.Ct. 2540,81-225,1982,Yes,"The antitrust complaint at issue in this case alleges that a group health plan's practice of refusing to reimburse subscribers for psychotherapy performed by psychologists, while providing reimbursement for comparable treatment by psychiatrists, was in furtherance of an unlawful conspiracy to restrain competition in the psychotherapy market. The question presented is whether a subscriber who employed the services of a psychologist has standing to maintain an action under § 4 of the Clayton Act based upon the plan's failure to provide reimbursement for the costs of that treatment. In 1978, McCready brought this class action in the United States District Court for the Eastern District of Virginia, on behalf of all Blue Shield subscribers who had incurred costs for psychological services since 1973 but who had not been reimbursed. The District Court granted petitioners' motion to dismiss, holding that McCready had no standing under § 4 to maintain her suit. A divided panel of the United States Court of Appeals for the Fourth Circuit reversed, holding that McCready had alleged an injury within the meaning of § 4 of the Clayton Act and had standing to maintain the suit. 649 F. 2d 228 (1981). The court recognized that the goal of the alleged conspiracy was the exclusion of clinical psychologists from some segment of the psychotherapy market. But it held that the § 4 remedy was available to any person ""whose property loss is directly or proximately caused by"" a violation of the antitrust laws, and that McCready's loss was not ""too remote or indirect to be covered by the Act. Supreme Court affirms. ",Yes,No,Company,Individual,plb,p2,No,No,Yes,Yes
19,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I221e2ec49bf011d993e6d35cc61aab4a&rank=31&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Associated General Contractors of California, Inc. v. California State Council of Carpenters",https://www.westlaw.com/Document/I221e2ec49bf011d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=31&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,22-Feb-83,459 U.S. 519,103 S.Ct. 897,81-334,1983,Yes,"This case arises out of a dispute between parties to a multiemployer collective-bargaining agreement. The plaintiff unions allege that, in violation of the antitrust laws, the multiemployer association and its members coerced certain third parties, as well as some of the association's members, to enter into business relationships with nonunion firms. This coercion, according to the complaint, adversely affected the trade of certain unionized firms and thereby restrained the business activities of the unions. The question presented is whether the complaint sufficiently alleges that the unions have been ""injured in [their] business or property by reason of anything forbidden in the antitrust laws"" and may therefore recover treble damages under § 4 of the Clayton Act. 38 Stat. 731, 15 U. S. C. § 15. Unlike the majority of the Court of Appeals for the Ninth Circuit, we agree with the District Court's conclusion that the complaint is insufficient.",No,No,Company,Union,NA,p1,No,No,Yes,no
218,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ice9b1e009c9611d993e6d35cc61aab4a&rank=380&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Jefferson County Pharmaceutical Ass'n, Inc. v. Abbott Laboratories",https://www.westlaw.com/Document/Ice9b1e009c9611d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=380&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,23-Feb-83,460 U.S. 150,103 S.Ct. 1011,81-827,1983,Yes,"The issue presented is whether the sale of pharmaceutical products to state and local government hospitals for resale in competition with private retail pharmacies is exempt from the proscriptions of the Robinson-Patman Act. Petitioner, a trade association of retail pharmacists and pharmacies doing business in Jefferson County, Alabama, 152*152 commenced this action in 1978 in the District Court for the Northern District of Alabama as the assignee of its members' claims. Respondents are 15 pharmaceutical manufacturers, the Board of Trustees of the University of Alabama, and the Cooper Green Hospital Pharmacy. The University operates a medical center, including hospitals, and a medical school. Located in the University's medical center are two pharmacies. Cooper Green Hospital is a county hospital, existing as a public corporation under Alabama law. Petitioner contends that the respondent manufacturers violated § 2(a)[1] by selling their products to the University's two pharmacies and to Cooper Green Hospital Pharmacy at prices lower than those charged petitioner's members for like products. Petitioner alleges that the respondent hospital pharmacies knowingly induced such lower prices in violation of § 2(f)[2] and sold the drugs to the general public in direct competition with privately owned pharmacies.  The District Court held that ""governmental purchases are, without regard to 15 U. S. C. § 13c, beyond the intended reach of the Robinson-Patman Price Discrimination Act, at least with respect to purchases for hospitals and other traditional governmental purposes."" Id., at 102. The Court of Appeals for the Fifth Circuit, in a divided per curiam decision, affirmed ""on the basis of the district court's Memorandum of Opinion."" Id., at 93. We now reverse.",Yes,No,Smaller company,Bigger company,plb,p1,Yes,No,No,No
273,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ice9fd8f79c9611d993e6d35cc61aab4a&rank=472&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Falls City Industries, Inc. v. Vanco Beverage, Inc.",https://www.westlaw.com/Document/Ice9fd8f79c9611d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=472&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,22-Mar-83,460 U.S. 428,103 S.Ct. 1282,81-1271,1983,Yes,"Section 2(b) of the Clayton Act, 38 Stat. 730, as amended by the Robinson-Patman Act, 49 Stat. 1526, 15 U. S. C. § 13(b), provides that a defendant may rebut a prima facie showing of illegal price discrimination by establishing that its lower price to any purchaser or purchasers ""was made in good faith to meet an equally low price of a competitor."" The United States Court of Appeals for the Seventh Circuit has concluded that the ""meeting-competition"" defense of § 2(b) is available only if the defendant sets its lower price on a customer-by-customer basis and creates the price discrimination by lowering rather than by raising prices. We conclude that § 2(b) is not so inflexible. In December 1976, Vanco sued Falls City in the United States District Court for the Southern District of Indiana, alleging, among other things, that Falls City had discriminated in price against Vanco, in violation of § 2(a) of the Clayton Act, 38 Stat. 730, as amended by the Robinson-Patman Act, 49 Stat. 1526, 15 U. S. C. § 13(a),[2] by charging Vanco a higher price than it charged Dawson Springs. Vanco also claimed that Falls City had violated §§ 1 and 2 of the Sherman Act, 15 U. S. C. §§ 1 and 2, by conspiring with other brewers and unnamed wholesalers to maintain higher prices in Indiana than in Kentucky. After trial, the District Court dismissed Vanco's Sherman Act claims, finding no evidence to support the allegations of 433*433 conspiracy or monopolization. 1980-2 Trade Cases ¶ 63,357, pp. 75,809, 75,820. The court held, however, that Vanco had made out a prima facie case of price discrimination under the Robinson-Patman Act. The District Court found that Vanco competed in a geographic market that spanned the state border and included Vanderburgh and Henderson Counties. Id., at 75,813-75,814. Although Vanco and Dawson Springs did not sell to the same retailers, they ""competed for sale of [Falls City's] beer to . . . consumers of beer from retailers situated in [that] market area."" Id., at 75,814. Falls City charged a higher price for beer sold to Indiana distributors than it charged for the same beer sold to distributors in other States, including Kentucky. Ibid.[3] This pricing policy resulted in lower retail prices for Falls City beer in Kentucky than in Indiana, because Kentucky distributors passed on their savings to retailers who in turn passed them on to consumers. Finding that many customers living in the Indiana portion of the geographic market ignored state law to purchase cheaper Falls City beer from Henderson County retailers, the court concluded that Falls City's pricing policies prevented Vanco from competing effectively with Dawson Springs, id., at 75,815-75,816, and caused it to sell less beer to Indiana retailers. Id., at 75,814-75,817, 75,818.[4]. he District Court rejected Falls City's § 2(b) meeting-competition defense. The court reasoned that, instead of reducing its prices to meet those of a competitor, Falls City had created the price disparity by raising its prices to Indiana wholesalers more than it had raised its Kentucky prices. Instead of ""adjusting prices on a customer to customer basis to meet competition from other brewers,"". The United States Court of Appeals for the Seventh Circuit, by a divided vote, affirmed the finding of liability. In summary, the meeting-competition defense requires the seller at least to show the existence of facts that would lead a reasonable and prudent person to believe that the seller's lower price would meet the equally low price of a competitor; it also requires the seller to demonstrate that its lower price was a good-faith response to a competitor's lower price.

Falls City contends that it has established its meeting-competition defense as a matter of law. In the absence of further findings, we do not agree. The District Court and the Court of Appeals did not decide whether Falls City had shown facts that would have led a reasonable and prudent person to conclude that its lower price would meet the equally low price of its competitors in Kentucky throughout the period at issue in this suit. Nor did they apply the proper standards to the question whether Falls City's decision to set a single statewide price in Kentucky was a good-faith, well-tailored response to the competitive circumstances prevailing there. The absence of allegations to the contrary is not controlling; the statute places the burden of establishing the defense on Falls City, not Vanco. There is evidence in the record that might support an inference that these requirements were met,[18] but whether to draw that inference is a question for the trier of fact, not this Court.

Accordingly, the judgment of the Court of Appeals is vacated, and the case is remanded for further proceedings consistent with this opinion.",No,No,Bigger company,Smaller company,plb,p1,Yes,No,No,No
