X,Type,KeyCite.Treatment,KeyCite.URL,Title,Document.URL,Court.Line,Filed.Date,Citation,Parallel.Cite,Docket.Num,year,INCLUDE FINAL?,Why,Pro-antitrust enforcement,Direct Appeal from District Court?,party1,party2,scoreType,partyDecisionFavored,Robinson-Patman Claim,Merger,Sherman 1,Sherman 2
75,Cases,Red KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I650066259c9711d9bc61beebb95be672&rank=353&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Wards Cove Packing Co., Inc. v. Atonio",https://www.westlaw.com/Document/I650066259c9711d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=353&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,5-Jun-89,490 U.S. 642,109 S.Ct. 2115,87-1387,1989,No,"Title VII of the Civil Rights Act of 1964, 78 Stat. 253, as amended, 42 U. S. C. § 2000e et seq., makes it an unfair employment practice for an employer to discriminate against any individual with respect to hiring or the terms and condition of employment because of such individual's race, color, religion, sex, or national origin; or to limit, segregate, or classify his employees in ways that would adversely affect any employee because of the employee's race, color, religion, sex, or national origin.[1] § 2000e-2(a). Griggs v. Duke Power Co., 401 U. S. 424, 431 (1971), construed Title VII to proscribe ""not only overt discrimination but also practices that are fair in form but discriminatory in practice."" Under this basis for liability, which is known as the ""disparate-impact"" theory and which is involved in this case, a facially neutral 646*646 employment practice may be deemed violative of Title VII without evidence of the employer's subjective intent to discriminate that is required in a ""disparate-treatment"" case.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
76,Cases,Red KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I5deff1929c9011d9bc61beebb95be672&rank=269&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Lampf, Pleva, Lipkind, Prupis & Petigrow v. Gilbertson",https://www.westlaw.com/Document/I5deff1929c9011d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=269&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,20-Jun-91,501 U.S. 350,111 S.Ct. 2773,90-333,1991,No,"In this litigation we must determine which statute of limitations is applicable to a private suit brought pursuant to § 10(b) of the Securities Exchange Act of 1934, 48 Stat. 891, 15 U. S. C. § 78j(b), and to Securities and Exchange Commission Rule 10b-5, 17 CFR §240.10b-5 (1990), promulgated thereunder.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
77,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I5df4ac829c9011d9bc61beebb95be672&rank=333&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Norfolk and Western Ry. Co. v. American Train Dispatchers Ass'n,https://www.westlaw.com/Document/I5df4ac829c9011d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=333&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,19-Mar-91,499 U.S. 117,111 S.Ct. 1156,"89-1027, 89-1028",1991,No,"The Interstate Commerce Commission has the authority to approve rail carrier consolidations under certain conditions. 49 U. S. C. § 11301 et seq. A carrier in an approved consolidation ""is exempt from the antitrust laws and from all other law, including State and municipal law, as necessary to let [it] carry out the transaction . . . ."" § 11341(a). These cases require us to decide whether the carrier's exemption under § 11341(a) ""from all other law"" extends to its legal obligations under a collective-bargaining agreement. We hold that it does.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
78,Cases,Red KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I8630a9629c9011d993e6d35cc61aab4a&rank=392&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"West Virginia University Hospitals, Inc. v. Casey",https://www.westlaw.com/Document/I8630a9629c9011d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=392&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,19-Mar-91,499 U.S. 83,111 S.Ct. 1138,89-994,1991,No,"This case presents the question whether fees for services rendered by experts in civil rights litigation may be shifted to the losing party pursuant to 42 U. S. C. § 1988, which permits the award of ""a reasonable attorney's fee.""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
79,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ia09954029c9a11d993e6d35cc61aab4a&rank=351&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Hudson v. McMillian,https://www.westlaw.com/Document/Ia09954029c9a11d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=351&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,25-Feb-92,503 U.S. 1,112 S.Ct. 995,90-6531,1992,No,This case requires us to decide whether the use of excessive physical force against a prisoner may constitute cruel and unusual punishment when the inmate does not suffer serious injury. We answer that question in the affirmative.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
80,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Idb7d94609c4f11d993e6d35cc61aab4a&rank=331&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Key Tronic Corp. v. U.S.,https://www.westlaw.com/Document/Idb7d94609c4f11d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=331&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,6-Jun-94,511 U.S. 809,114 S.Ct. 1960,93-376,1994,No,"Petitioner Key Tronic Corporation, one of several parties responsible for contaminating a landfill, brought this action to recover a share of its cleanup costs from other responsible parties. The question presented is whether attorney's fees are ""necessary costs of response"" within the meaning of § 107(a)(4)(B) of the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 (CERCLA), as amended by the Superfund Amendments and Reauthorization Act of 1986 (SARA), 100 Stat. 1613, and therefore recoverable in such an action.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
81,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I9a3d73619c9c11d991d0cc6b54f12d4d&rank=381&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Landgraf v. USI Film Products,https://www.westlaw.com/Document/I9a3d73619c9c11d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=381&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,26-Apr-94,511 U.S. 244,114 S.Ct. 1483,92-757,1994,No,"The Civil Rights Act of 1991 (1991 Act or Act) creates a right to recover compensatory and punitive damages for certain violations of Title VII of the Civil Rights Act of 1964. See Rev. Stat. § 1977A(a), 42 U. S. C. § 1981a(a) (1988 ed., Supp. IV), as added by § 102 of the 1991 Act, Pub. L. 102-166, 105 Stat. 1072. The Act further provides that any party may demand a trial by jury if such damages are sought.[1] We granted certiorari to decide whether these provisions apply to a Title VII case that was pending on appeal when the statute was enacted. We hold that they do not.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
82,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ia48e1c339c4a11d991d0cc6b54f12d4d&rank=86&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,McKennon v. Nashville Banner Pub. Co.,https://www.westlaw.com/Document/Ia48e1c339c4a11d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=86&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,23-Jan-95,513 U.S. 352,115 S.Ct. 879,93-1543,1995,No,"The question before us is whether an employee discharged in violation of the Age Discrimination in Employment Act of 1967 is barred from all relief when, after her discharge, the employer discovers evidence of wrongdoing that, in any event, would have led to the employee's termination on lawful and legitimate grounds.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
83,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I027c218d9c4b11d991d0cc6b54f12d4d&rank=292&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,U.S. v. Robertson,https://www.westlaw.com/Document/I027c218d9c4b11d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=292&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,1-May-95,514 U.S. 669,115 S.Ct. 1732,94-251,1995,No,"Respondent, Juan Paul Robertson, was charged with various narcotics offenses, and with violating § 1962(a) of the Racketeer Influenced and Corrupt Organizations Act (RICO), 18 U. S. C. § 1961 et seq. (1988 ed. and Supp. V), by investing the proceeds of those unlawful activities in the ""acquisition of any interest in, or the establishment or operation of, any enterprise which is engaged in,or the activities of which affect, interstate or foreign commerce."" § 1962(a). He was convicted on some of the narcotics counts, and on the RICO count by reason of his investment in a certain gold mine. The United States Court of Appeals for the Ninth Circuit reversed the RICO conviction on the ground that the Government had failed to introduce sufficient evidence proving that the gold mine was ""engaged in or affect[ed] interstate commerce."" 15 F. 3d 862, 868 (1994). We granted the United States' petition for certiorari. 513 U. S. 945 (1994).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ia48ce3ce9c4a11d991d0cc6b54f12d4d&rank=322&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,North Star Steel Co. v. Thomas,https://www.westlaw.com/Document/Ia48ce3ce9c4a11d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=322&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,30-May-95,515 U.S. 29,115 S.Ct. 1927,"94-834, 94-835",1995,No,"The Worker Adjustment and Retraining Notification Act (WARN or Act), 102 Stat. 890, 29 U. S. C. § 2101 et seq. , obliges covered employers to give employees or their union 60 days notice of a plant closing or mass layoff. These consolidated cases raise the issue of the proper source of the limitations period for civil actions brought to enforce the Act. For actions brought in Pennsylvania, and generally, we hold it to be state law.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
85,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Idf00c0b19c9c11d993e6d35cc61aab4a&rank=398&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"BMW of North America, Inc. v. Gore",https://www.westlaw.com/Document/Idf00c0b19c9c11d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=398&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,20-May-96,517 U.S. 559,116 S.Ct. 1589,94-896,1996,No,"After respondent Gore purchased a new BMW automobile from an authorized Alabama dealer, he discovered that the car had been repainted. He brought this suit for compensatory and punitive damages against petitioner, the American distributor of BMW's, alleging, inter alia, that the failure to disclose the repainting constituted fraud under Alabama law. At trial, BMW acknowledged that it followed a nationwide policy of not advising its dealers, and hence their customers, of predelivery damage to new cars when the cost of repair did not exceed 3 percent of the car's suggested retail price. Gore's vehicle fell into that category. The jury returned a verdict finding BMW liable for compensatory damages of $4,000, and assessing $4 million in punitive damages. The trial judge denied BMW's post-trial motion to set aside the punitive damages award, holding, among other things, that the award was not ""grossly excessive"" and thus did not violate the Due Process Clause of the Fourteenth Amendment. See, e. g., TXO Production Corp. v. Alliance Resources Corp., 509 U. S. 443, 454. The Alabama Supreme Court agreed, but reduced the award to $2 million on the ground that, in computing the amount, the jury had improperly multiplied Gore's compensatory damages by the number of similar sales in all States, not just those in Alabama.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
86,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ibdd3aef39c2511d9bc61beebb95be672&rank=33&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Klehr v. A.O. Smith Corp.,https://www.westlaw.com/Document/Ibdd3aef39c2511d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=33&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,19-Jun-97,521 U.S. 179,117 S.Ct. 1984,96-663,1997,No,"The petition in this case asked us to consider two aspects of ""statute of limitations"" law. One concerns the date upon which a civil action accrues under the Racketeer Influenced and Corrupt Organizations Act and the limitations period starts to run. The other concerns ""fraudulent concealment,"" a doctrine that extends the time for a plaintiff to file suit. In respect to the first, we focus upon, and disapprove, an accrual rule followed in the Third Circuit called the ""last predicate act"" rule. In respect to the second, we hold that a plaintiff may not rely upon ""fraudulent concealment"" unless he has been reasonably diligent in trying to discover his cause of action.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
87,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I6b2218e89c2511d9bc61beebb95be672&rank=285&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Lexecon Inc. v. Milberg Weiss Bershad Hynes & Lerach,https://www.westlaw.com/Document/I6b2218e89c2511d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=285&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,3-Mar-98,523 U.S. 26,118 S.Ct. 956,96-1482,1998,No,"Title 28 U. S. C. § 1407(a) authorizes the Judicial Panel on Multidistrict Litigation to transfer civil actions with common issues of fact ""to any district for coordinated or consolidated pretrial proceedings,"" but imposes a duty on the Panel to remand any such action to the original district ""at or before the conclusion of such pretrial proceedings."" Ibid. The issue here is whether a district court conducting such ""pretrial proceedings"" may invoke § 1404(a) to assign a transferred case to itself for trial. We hold it has no such authority.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
88,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I6b1ff6109c2511d9bc61beebb95be672&rank=290&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Stewart v. Martinez-Villareal,https://www.westlaw.com/Document/I6b1ff6109c2511d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=290&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,18-May-98,523 U.S. 637,118 S.Ct. 1618,97-300,1998,No,"In Ford v. Wainwright, 477 U. S. 399, 410 (1986), we held that ""the Eighth Amendment prohibits a State from inflicting the penalty of death upon a prisoner who is insane."" In this case, we must decide whether respondent MartinezVillareal's Ford claim is subject to the restrictions on ""second or successive"" applications for federal habeas relief found in the newly revised 28 U. S. C. § 2244 (1994 ed., Supp. II). We conclude that it is not.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
89,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I1d1d62429c9711d993e6d35cc61aab4a&rank=373&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Strickler v. Greene,https://www.westlaw.com/Document/I1d1d62429c9711d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=373&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,17-Jun-99,527 U.S. 263,119 S.Ct. 1936,98-5864,1999,No,"The District Court for the Eastern District of Virginia granted petitioner's application for a writ of habeas corpus and vacated his capital murder conviction and death sentence on the grounds that the Commonwealth had failed to disclose important exculpatory evidence and that petitioner had not, in consequence, received a fair trial. The Court of Appeals for the Fourth Circuit reversed because petitioner had not raised his constitutional claim at his trial or in state collateral proceedings. In addition, the Fourth Circuit concluded that petitioner's claim was, ""in any event, without merit."" App. 418, n. 8.[1] Finding the legal question presented by this 266*266 case considerably more difficult than the Fourth Circuit, we granted certiorari, 525 U. S. 809 (1998), to consider (1) whether the Commonwealth violated Brady v. Maryland, 373 U. S. 83 (1963), and its progeny; (2) whether there was an acceptable ""cause"" for petitioner's failure to raise this claim in state court; and (3), if so, whether he suffered prejudice sufficient to excuse his procedural default.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
90,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ibdeab96a9c2511d9bc61beebb95be672&rank=71&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Rotella v. Wood,https://www.westlaw.com/Document/Ibdeab96a9c2511d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=71&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,23-Feb-00,528 U.S. 549,120 S.Ct. 1075,98-896,2000,No,"The commencement of petitioner's civil treble-damages action under the Racketeer Influenced and Corrupt Organizations Act (RICO) was timely only if the so-called ""injury and pattern discovery"" rule governs the start of the 4-year limitations period. We hold that it does not.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
91,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ibde429b39c2511d9bc61beebb95be672&rank=396&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Hill v. Colorado,https://www.westlaw.com/Document/Ibde429b39c2511d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=396&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,28-Jun-00,530 U.S. 703,120 S.Ct. 2480,98-1856,2000,No,"At issue is the constitutionality of a 1993 Colorado statute that regulates speech-related conduct within 100 feet of the entrance to any health care facility. The specific section of the statute that is challenged, Colo. Rev. Stat. § 18-9—122(3) (1999), makes it unlawful within the regulated areas for any person to ""knowingly approach"" within eight feet of another person, without that person's consent, ""for the purpose of passing a leaflet or handbill to, displaying a sign to, or engaging in oral protest, education, or counseling with such other person . . . .""[1] Although the statute prohibits speakers from 708*708 approaching unwilling listeners, it does not require a standing speaker to move away from anyone passing by. Nor does it place any restriction on the content of any message that anyone may wish to communicate to anyone else, either inside or outside the regulated areas. It does, however, make it more difficult to give unwanted advice, particularly in the form of a handbill or leaflet, to persons entering or leaving medical facilities.

The question is whether the First Amendment rights of the speaker are abridged by the protection the statute provides for the unwilling listener.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
92,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ice9f3cb09c9611d993e6d35cc61aab4a&rank=251&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Circuit City Stores, Inc. v. Adams",https://www.westlaw.com/Document/Ice9f3cb09c9611d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=251&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,21-Mar-01,532 U.S. 105,121 S.Ct. 1302,99-1379,2001,No,"Section 1 of the Federal Arbitration Act (FAA or Act) excludes from the Act's coverage ""contracts of employment of seamen, railroad employees, or any other class of workers engaged in foreign or interstate commerce."" 9 U. S. C. § 1. All but one of the Courts of Appeals which have addressed the issue interpret this provision as exempting contracts of employment of transportation workers, but not other employment contracts, from the FAA's coverage. A different interpretation has been adopted by the Court of Appeals for the Ninth Circuit, which construes the exemption so that all contracts of employment are beyond the FAA's reach, whether or not the worker is engaged in transportation. It applied that rule to the instant case. We now decide that the better interpretation is to construe the statute, as most of the Courts of Appeals have done, to confine the exemption to transportation workers.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
93,Cases,Red KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I318bf88e9c2511d9bdd1cfdd544ca3a4&rank=279&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,I.N.S. v. St. Cyr,https://www.westlaw.com/Document/I318bf88e9c2511d9bdd1cfdd544ca3a4/View/FullText.html?listSource=Search&list=CASE&rank=279&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,25-Jun-01,533 U.S. 289,121 S.Ct. 2271,00-767,2001,No,"Both the Antiterrorism and Effective Death Penalty Act of 1996 (AEDPA), enacted on April 24, 1996, 110 Stat. 1214, and the Illegal Immigration Reform and Immigrant Responsibility Act of 1996 (IIRIRA), enacted on September 30, 1996, 110 Stat. 3009-546, contain comprehensive amendments to the Immigration and Nationality Act (INA), 66 Stat. 163, as amended, 8 U. S. C. § 1101 et seq. This case raises two important questions about the impact of those amendments. The first question is a procedural one, concerning the effect of those amendments on the availability of habeas corpus jurisdiction under 28 U. S. C. § 2241. The second question is a substantive one, concerning the impact of the amendments on conduct that occurred before 293*293 their enactment and on the availability of discretionary relief from deportation.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
